,type,bedrooms,bathrooms,nearest_station,address,price,postcode,size_imputed
0,End of Terrace,3,1,0.7,"Spekehill, Mottingham, SE9",1850,SE9,861.7763713080169
1,Terraced,4,2,0.5,"Leigh Road, East Ham, London, E6 2AR",2100,E6 2AR,861.7763713080169
2,Flat,1,1,0.1,"Memorial Avenue, London, E15",1350,E15,861.7763713080169
3,House,3,1,0.1,Mind-Blowing 3 Bed House in Ealing W5,2102,W5,861.7763713080169
4,Flat,2,1,0.6,"Stormont Road, London, SW11",2100,SW11,861.7763713080169
5,Flat,3,1,0.3,"Vertex Tower, London, SE8",2297,SE8,861.7763713080169
6,Apartment,1,1,0.1,"Dorset Square, Marylebone, London NW1",3033,NW1,861.7763713080169
7,Apartment,2,2,0.1,"Sledge Tower, Dalston Square, Dalston E8",2383,E8,861.7763713080169
8,Apartment,2,2,0.2,"Garrett Mansions, West End Gate, Paddington W2",3445,W2,861.7763713080169
9,Apartment,1,1,0.1,"Paddington Exchange, Hermitage Street, Paddington W2",2492,W2,861.7763713080169
10,Apartment,2,1,0.2,"Godolphin Road, London, W12",1700,W12,861.7763713080169
11,Flat,2,1,0.3,"Rush Grove Street, London, SE18",5417,SE18,861.7763713080169
12,Apartment,1,1,0.0,"Marner Point, St Andrews, Bow E3",1582,Bow E3,861.7763713080169
13,Flat,2,2,0.1,"Upper Richmond Road, London, SW15",2300,SW15,861.7763713080169
14,Flat,2,1,0.9,"Tildesley Road, London, SW15",1700,SW15,861.7763713080169
15,House,4,2,0.1,"Follett Street, London, E14",2600,E14,861.7763713080169
16,Apartment,1,1,0.1,Mount Pleasant Crescent N4 4HR,1380,4HR,861.7763713080169
17,Apartment,2,2,0.1,"Horseferry Place, Greenwich, London, SE10",2500,SE10,861.7763713080169
18,Apartment,1,1,0.1,"Jackson Road, Islington, London, N7",1625,N7,861.7763713080169
19,Apartment,2,2,0.2,"Longfield Avenue, Ealing, W5",2800,W5,861.7763713080169
20,Flat,1,1,0.1,Great Dover Street London SE1,1800,SE1,861.7763713080169
21,Flat,1,1,0.5,"The Filaments, Wandsworth, London, SW18",1825,SW18,861.7763713080169
22,Flat,2,2,0.2,"Channelsea House, London, E15",1800,E15,861.7763713080169
23,Flat,1,1,0.2,"Cornwall Crescent, London, W11",1950,W11,861.7763713080169
24,Apartment,2,2,0.1,"The Grainstore, Royal Victoria Dock, E16",1800,E16,893
25,Terraced,3,2,0.2,Victory Road London SW19,3200,SW19,861.7763713080169
26,Flat,1,1,0.5,"Poppleton Road, Leytonstone, London, E11",1050,E11,861.7763713080169
27,Flat,2,1,0.1,Elmers End Road Beckenham BR3,1350,BR3,861.7763713080169
28,Flat,1,1,0.3,"Leigh Hunt Drive, Southgate , London N14",1300,N14,861.7763713080169
29,Apartment,1,1,0.1,"The Oxygen Apartments, Royal Victoria Dock, E16",1450,E16,495
30,Apartment,2,2,0.1,"Hale Works, Ferry Lane, Tottenham, London, N17",2000,N17,861.7763713080169
31,Terraced,3,1,0.3,"Shepperton Road, London, N1",4767,N1,861.7763713080169
32,Apartment,2,2,0.9,"Park Gate Road, Battersea, SW11",2383,SW11,861.7763713080169
33,Apartment,2,1,0.8,"Park Gate Road, Battersea, SW11",2600,SW11,861.7763713080169
34,Apartment,1,1,0.1,"Corson House, London City Island, E14",1950,E14,560
35,Apartment,1,1,0.5,"Grosvenor Avenue, East Sheen, London, UK, SW14",1495,SW14,861.7763713080169
36,Apartment,3,2,0.4,"Gilpin Avenue, East Sheen, LONDON, UK, SW14",1950,SW14,861.7763713080169
37,Apartment,2,2,0.2,"Montrose Building, 4 Malthouse Road, London, SW11",2750,SW11,861.7763713080169
38,Flat,1,1,0.2,Garratt Lane Earlsfield SW18,1450,SW18,861.7763713080169
39,Apartment,3,2,0.2,Fieldway Crescent N5 1QD,3950,1QD,1019
40,Apartment,2,2,0.2,Circus Apartments E14,3640,E14,1004
41,Flat,1,1,0.4,"Bramber Road, Barons Court, London, W14",1800,W14,423
42,Flat,2,1,0.3,"Bruford Court, London, SE8",1500,SE8,861.7763713080169
43,Apartment,1,1,0.5,"Finchley Road, Temple Fortune, NW11",1452,NW11,861.7763713080169
44,Flat,1,1,0.1,"St Thomas's Road, Finsbury Park, N4",1200,N4,861.7763713080169
45,Maisonette,4,2,0.2,"Levita House, Chalton Street, NW1",4117,NW1,861.7763713080169
46,Apartment,1,1,0.2,"8 Water Street, London, E14",2400,E14,435
47,Apartment,2,1,0.5,"Finchley Road, Temple Fortune, NW11",1712,NW11,861.7763713080169
48,Apartment,1,1,0.5,Lee Road Blackheath SE3,1250,SE3,861.7763713080169
49,Flat,2,2,0.3,"Oval Road, London, NW1",3445,NW1,861.7763713080169
50,Flat,1,1,0.3,"Mildmay Park, London, N1",1800,N1,861.7763713080169
51,Apartment,2,2,0.3,"Norton House Duke of Wellington Avenue, Royal Arsenal Riverside SE18 6EY",2400,6EY,861.7763713080169
52,Apartment,3,2,0.2,"Regency Heights, Park Lake Drive, Park Royal, London, NW10",2200,NW10,861.7763713080169
53,Apartment,1,1,0.3,"Weymouth Building, Elephant Park, Elephant and Castle SE17",2167,SE17,861.7763713080169
54,Apartment,2,1,0.2,"Belvedere Road, London, SE19",1850,SE19,861.7763713080169
55,Apartment,1,1,0.1,"Shorts Gardens, Covent Garden, WC2H",2882,WC2H,861.7763713080169
56,Apartment,2,1,0.4,"Hill Street, London, W1J",4550,W1J,861.7763713080169
57,Apartment,4,1,0.1,"Finchley Road, London, NW8",5308,NW8,861.7763713080169
58,Flat,2,1,0.4,"39 Hill Street, Mayfair London , W1J",4117,W1J,861.7763713080169
59,Apartment,1,1,0.2,"Glenbrook Apartments, Glenthorne Road, Hammersmith W6",1993,W6,861.7763713080169
60,Apartment,1,1,0.3,"Gipsy Hill, London, SE19",1350,SE19,861.7763713080169
61,Flat,2,1,0.3,"Alexandra Grove, London, N4",4000,N4,861.7763713080169
62,Flat,1,1,0.4,"Clapton Passage, London, E5",1899,E5,861.7763713080169
63,Flat,2,2,0.2,"Grand Canal Apartments, London, N1",2730,N1,861.7763713080169
64,Flat,2,2,0.4,"Grange Road,London,E13 0EP",1450,E13 0EP,700
65,Flat,1,1,0.1,"Northstand Apartments, Highbury Stadium Square, London, N5",3000,N5,479
66,Flat,1,1,1.0,"Plum Lane, Shooters Hill, London, SE18",1300,SE18,861.7763713080169
67,End of Terrace,2,1,1.0,"Hampstead Close, London, SE28",1445,SE28,861.7763713080169
68,Flat,2,1,0.4,John Ruskin Street London SE5,2000,SE5,861.7763713080169
69,Flat,1,1,0.4,"Newport Road, Leyton, London, E10",1050,E10,861.7763713080169
70,Flat,1,1,0.1,"Latchingdon Court, 26 Forest Road, Walthamstow, London, E17",1100,E17,861.7763713080169
71,Flat,1,1,0.3,The Paragon Blackheath SE3,1675,SE3,861.7763713080169
72,House,3,1,0.4,"Belgrave Road, Walthamstow E17",1800,E17,861.7763713080169
73,Apartment,1,1,0.7,"Goodwin House, London, N9",950,N9,861.7763713080169
74,Flat,4,1,0.6,"Glyn Road, Clapton, London, E5",1900,E5,861.7763713080169
75,Flat,2,1,0.2,"St Lawrence Terrace, Ladbroke Grove, London, W10",2709,W10,674
76,Flat,1,1,0.3,"Junction Road, London, N19",1350,N19,861.7763713080169
77,Flat,1,1,0.2,"Selwyn Avenue, Highams Park, E4",1200,E4,861.7763713080169
78,Terraced,2,1,0.3,"Garrick Drive, Thamesmead, London, SE28",1400,SE28,861.7763713080169
79,Flat,2,1,0.4,Heathwood Gardens Charlton SE7,1500,SE7,861.7763713080169
80,House,2,1,0.1,Roan Street London SE10,1850,SE10,861.7763713080169
81,Apartment,3,4,0.4,"Cashmere Wharf, London Dock, London, E1W",7000,E1W,861.7763713080169
82,Flat,2,1,0.5,"Ground Floor Flat, Dongola Road, Tottenham, London, N17",1350,N17,861.7763713080169
83,Apartment,1,1,0.2,"Holmes Court, Gloucester Place, Marylebone, W1U",2817,W1U,861.7763713080169
84,Apartment,1,2,0.6,"The Tannery, 1 New Tannery Way, London, SE1",2300,SE1,861.7763713080169
85,Flat,4,1,0.2,"Weedington Road, Kentish Town, NW5",3142,NW5,861.7763713080169
86,Apartment,2,2,0.9,Muswell Hill London N10,2708,N10,861.7763713080169
87,Flat,3,2,0.1,"Raveley Street, Tufnell Park, NW5",3467,NW5,861.7763713080169
88,Apartment,2,2,0.1,"Ashburn Gardens, South Kensington, SW7",2925,SW7,861.7763713080169
89,Flat,1,1,0.2,"Brompton Park Crescent, Fulham, SW6",1907,SW6,861.7763713080169
90,Flat,2,2,0.3,"Devonshire House, Woodside Park, N12",1575,N12,861.7763713080169
91,Apartment,1,1,0.5,"Bowyer Court, E4",1075,E4,861.7763713080169
92,Apartment,3,2,0.6,"Park Walk, Chelsea, SW10",4767,SW10,861.7763713080169
93,Apartment,3,2,0.6,"Park Walk, Chelsea, SW10",6500,SW10,861.7763713080169
94,Apartment,1,1,0.5,"Grosvenor Waterside, Chelsea, SW1W",2817,SW1W,861.7763713080169
95,Flat,2,1,0.3,"Redcliffe Square, Chelsea, SW10",2665,SW10,861.7763713080169
96,House,3,2,0.5,"Dilke Street, Chelsea, SW3",8992,SW3,861.7763713080169
97,Flat,2,2,0.3,"Cadogan Square, Knightsbrige, SW1X",7800,SW1X,861.7763713080169
98,Flat,3,2,0.3,"Cadogan Square, Knightsbridge, SW1X",7800,SW1X,861.7763713080169
99,Flat,3,2,0.5,"Wiltshire Row, Islington, London, N1",2600,N1,792
100,Flat,2,2,0.5,"Castelnau Gardens, Barnes, London, SW13",2600,SW13,861.7763713080169
101,Apartment,1,1,0.1,"Abbey Orchard Street, London, SW1P",2687,SW1P,861.7763713080169
102,Duplex,3,2,0.3,"Cadogan Square, London, SW1X",8333,SW1X,861.7763713080169
103,Apartment,2,2,0.3,"Cadogan Square, Knightbridge, London, SW1X",7800,SW1X,861.7763713080169
104,Apartment,1,1,0.3,"Leighton Road, London, NW5",1625,NW5,861.7763713080169
105,Apartment,1,1,0.2,"Gowers Walk, London, E1",1690,E1,861.7763713080169
106,Apartment,2,1,0.2,Bedser Close SE11,1842,SE11,861.7763713080169
107,Flat,2,1,0.3,"Hungerford Road, Islington, N7",2000,N7,861.7763713080169
108,Apartment,2,2,0.1,"Marsh Wall, London, E14",3900,E14,861.7763713080169
109,Mews,3,2,0.2,"St. George's Square Mews, London, SW1V",3900,SW1V,861.7763713080169
110,Apartment,1,1,0.2,"Portnall Road, London, W9",1993,W9,861.7763713080169
111,Apartment,3,1,0.4,"Holloway Road, Holloway, London, N7",2800,N7,861.7763713080169
112,Apartment,2,1,0.1,"Hornton Street, London, W8",2825,W8,861.7763713080169
113,Apartment,1,1,0.6,"Woodland Rise, Muswell Hill, London, N10",1650,N10,861.7763713080169
114,Apartment,1,1,0.1,"Ivy Point, St Andrews, Bromley-by-Bow E3",1560,E3,861.7763713080169
115,Apartment,1,1,0.1,"Corson House, London City Island, Canning Town E14",1777,E14,861.7763713080169
116,Semi-Detached,4,2,0.4,"South View Drive, London, E18",2750,E18,861.7763713080169
117,Flat,1,1,0.1,"Avantgarde Place, Shoreditch, E1",2200,E1,861.7763713080169
118,Apartment,1,1,0.1,"Streatham High Road, London, SW16",1250,SW16,861.7763713080169
119,Apartment,2,2,0.3,"Elm Avenue, Ealing Common, London, W5",3100,W5,861.7763713080169
120,Maisonette,3,1,0.1,"Prince Of Wales Road, Kentish Town, NW5",3012,NW5,861.7763713080169
121,Apartment,3,2,0.3,Knaresborough Drive Earlsfield SW18,3000,SW18,861.7763713080169
122,Flat,1,1,0.2,"Green Lanes, London, N4",1025,N4,861.7763713080169
123,Flat,1,1,0.1,"Empire Square, London, SE1",1850,SE1,861.7763713080169
124,Apartment,1,1,0.4,"Balham High Road, Balham, London, SW12",1750,SW12,861.7763713080169
125,Flat,1,1,0.6,"Kilby Court, London, SE10",1350,SE10,861.7763713080169
126,Flat,1,1,0.2,"Frean Street, London, SE16",1800,SE16,861.7763713080169
127,Apartment,2,1,0.1,"Lime Grove, London, W12",1950,W12,861.7763713080169
128,Apartment,1,1,0.2,"Beaufort Court, 49 Lillie Road, London, SW6",1452,SW6,861.7763713080169
129,Terraced,3,1,0.3,"Mayall Road, London, SE24",2450,SE24,861.7763713080169
130,Terraced,3,2,0.7,"Rainville Road, London, W6",2492,W6,861.7763713080169
131,Flat,1,1,0.1,"Knights Hill, West Norwood, SE27",1150,SE27,861.7763713080169
132,Apartment,1,1,0.2,"Long Street, Hoxton, London, E2",2050,E2,861.7763713080169
133,Apartment,1,1,0.1,"Charrington Tower, 11 Biscayne Avenue, London, E14",1950,E14,861.7763713080169
134,Apartment,1,1,0.0,"Bezier Apartments, 91 City Road, London, EC1Y",2297,EC1Y,861.7763713080169
135,Apartment,2,1,0.1,"Nottingham Terrace, Regent's Park, London, NW1",2817,NW1,861.7763713080169
136,Apartment,2,2,0.3,"Cadogan Square, Knightsbridge, London, SW1X",3683,SW1X,861.7763713080169
137,Mews,3,3,0.4,"Northwick Close, St. John's Wood, London, NW8",4000,NW8,861.7763713080169
138,Apartment,3,3,0.1,"Queens Court, Queensway, London, W2",5417,W2,987
139,Apartment,1,1,0.5,"Bolton Studios, 17B Gilston Road, London, SW10",3012,SW10,861.7763713080169
140,Flat,1,1,0.3,"Rusper Court, Clapham Road, SW9",1350,SW9,355
141,Maisonette,3,1,0.1,"Samuel Street, Woolwich, London SE18",1375,SE18,861.7763713080169
142,Maisonette,3,1,0.4,"Dongola Road, London, E1",3000,E1,861.7763713080169
143,Apartment,2,2,0.2,"Anglers Lane, NW5",1842,NW5,861.7763713080169
144,Apartment,2,2,0.2,"St John's Square, EC1V",2600,EC1V,861.7763713080169
145,Terraced,1,1,0.3,"Georgette Place, London, SE10",1800,SE10,861.7763713080169
146,Flat,1,1,0.3,"Newington Green Road, London, N1",2600,N1,861.7763713080169
147,Flat,3,3,0.3,"St Julians Road, London, NW6",2900,NW6,861.7763713080169
148,Flat,3,2,0.2," Campden Street,London,W8",10875,W8,969
149,Apartment,2,2,0.1,"Beadon Road, London, W6",3150,W6,894
150,Apartment,1,1,0.2,"Pelham Court, 145 Fulham Road, Chelsea, London, SW3",3575,SW3,861.7763713080169
151,Maisonette,2,1,0.5,"Vancouver Road, London, SE23",1700,SE23,861.7763713080169
152,Flat,1,1,0.5,"Ingham Road, West Hampstead, London, NW6",1603,NW6,380
153,House,5,4,0.2,"Loudoun Road, St Johns Wood, London, NW8",5092,NW8,861.7763713080169
154,Flat,2,1,0.4,"Grange Park Road, London, E10",1420,E10,861.7763713080169
155,Semi-Detached,4,2,0.5,"Bryony Road, London, W12",3500,W12,861.7763713080169
156,Flat,3,1,0.5,"Aviation Drive, Beaufort Park, London, NW9",2250,NW9,861.7763713080169
157,Flat,2,1,0.3,"Chichele Road, Cricklewood, London, NW2",1450,NW2,861.7763713080169
158,Apartment,1,2,0.1,"Hoola, Tidal Basin Road, London, E16",1668,E16,861.7763713080169
159,Flat,2,1,0.2,"Arden Estate, Islington, N1",1733,N1,633
160,Apartment,1,2,0.1,"Battersea Power Station, Nine Elms, London SW8",5417,SW8,861.7763713080169
161,Flat,2,1,0.2,"Riffel Road, Willesden Green, London, NW2",1950,NW2,819
162,Flat,1,1,0.3,"Sloane Avenue, Chelsea, London, SW3",2709,SW3,425
163,Flat,1,1,0.5,"Grosvenor Waterside, Chelsea, London, SW1W",2817,SW1W,559
164,Flat,1,1,0.3,"Sloane Avenue, Chelsea, London, SW3",4334,SW3,425
165,Flat,2,2,0.3,"Cadogan Square, Sloane Square, London, SW1X",12133,SW1X,2260
166,Flat,2,2,0.1,"Baker Street, Baker Street, London, NW1",5959,NW1,814
167,Terraced,5,4,0.4,"Ovington Street, Chelsea, London, SW3",17333,SW3,2476
168,Terraced,3,1,0.2,"Cochrane Road, Wimbledon, London, SW19",2800,SW19,1065
169,Flat,2,2,0.2,"Boardwalk Place, London, E14",2100,E14,861.7763713080169
170,House,5,3,0.2,"Loudoun Road, St John's Wood, London, NW8",5092,NW8,1648
171,Flat,3,2,0.2,"Great Portland Street, Marylebone, London, W1W",5634,W1W,1055
172,Flat,1,1,0.3,"Cornwall Gardens, South Kensington, London, SW7",5200,SW7,613
173,Flat,1,1,0.3,"Cornwall Gardens, South Kensington, London, SW7",3012,SW7,613
174,Flat,2,2,0.3,"Cadogan Square, Chelsea, London, SW1X",7800,SW1X,1229
175,Maisonette,3,2,0.3,"Cadogan Square, Chelsea, London, SW1X",8342,SW1X,1612
176,House,3,2,0.6,"Dilke Street, Chelsea, London, SW3",8992,SW3,2012
177,Flat,3,2,0.1,"Tyssen Street, Hackney, London, E8",2990,E8,1299
178,Flat,3,2,0.2,"Frognal, Hampstead, London, NW3",8667,NW3,962
179,Flat,2,1,0.3,"Westgate Terrace, Chelsea, London, SW10",3684,SW10,732
180,Flat,1,1,0.5,"Culmington Road, Ealing, London, W13",1650,W13,845
181,Flat,2,1,0.4,"Marchwood Crescent, Ealing, London, W5",1800,W5,856
182,Maisonette,4,1,0.2,"Arundel Square, London, N7",4117,N7,861.7763713080169
183,Flat,3,2,0.3,"Schooner Road, London, E16",2600,E16,861.7763713080169
184,Flat,2,1,0.3,"Caledonian Wharf, Isle Of Dogs, London, E14",1625,E14,607
185,Flat,1,1,0.1,"Landmark East Tower, Canary Wharf, London, E14",1950,E14,524
186,Flat,2,1,0.2,"Chalton Street, Mornington Crescent, London, NW1",2600,NW1,882
187,Flat,2,1,0.6,"Clapham Common, Clapham Common Westside, London, SW4",2145,SW4,839
188,Terraced,3,1,0.6,Ampleforth Road Abbey Wood London SE2 9BL,1500,9BL,861.7763713080169
189,Flat,2,2,0.3,"Prince Of Wales Terrace, Kensington, London, W8",4875,W8,787
190,Penthouse,4,4,0.3,"Rutland Gate, London, SW7",19500,SW7,861.7763713080169
191,Flat,3,3,0.1,"Argyll Road, W8",3012,W8,861.7763713080169
192,Maisonette,1,1,0.3,St. Donatts Road New Cross SE14,1600,SE14,861.7763713080169
193,Apartment,2,2,0.3,"Balfour Place, Mayfair, London, W1K",7150,W1K,861.7763713080169
194,Apartment,2,1,0.1,"Clapham Mansions, Clapham, SW4",3250,SW4,1173
195,Apartment,2,2,0.6,"Listergate, 317 Upper Richmond Road, Putney, SW15",1700,SW15,861.7763713080169
196,House,4,3,0.2,"Loudoun Road, St Johns Wood, NW8",5000,NW8,1504
197,Flat,2,1,0.4,"Landsdowne Crescent, Notting Hill, W11",6500,W11,861.7763713080169
198,Flat,2,1,0.3,"Marloes Road, London, W8",2492,W8,861.7763713080169
199,Apartment,3,2,0.2,"Oval Road, London, NW1",4983,NW1,861.7763713080169
200,Flat,1,1,0.1,"Willowbrook house, London, N4",2037,N4,861.7763713080169
201,Apartment,1,1,0.2,"Harewood Avenue, Marylebone, London, NW1",1993,NW1,861.7763713080169
202,Flat,1,1,0.1,"Dibden Street, Islington, London, N1",1550,N1,402
203,Flat,3,3,0.4,"Prince Regent Court, London, NW8 ",8450,NW8,1874
204,Flat,2,2,0.1,"Pan Peninsula Square, London, E14",3011,E14,861.7763713080169
205,Flat,2,2,0.1,"Willowbrook House, Coster Avenue, London, N4",2700,N4,926
206,Apartment,1,1,0.4,"Scott Ellis Gardens, St Johns Wood, London, NW8",1495,NW8,861.7763713080169
207,Flat,3,1,0.2,"Angel, London, N1",2275,N1,861.7763713080169
208,Flat,2,1,0.6,"Sheldon Avenue, Highgate, N6",2300,N6,861.7763713080169
209,Flat,3,2,0.4,"Bowden house, Prince of Wales Drive, SW11",3900,SW11,861.7763713080169
210,Flat,2,1,0.4,"Belvedere Drive, Wimbledon, SW19",3250,SW19,861.7763713080169
211,Apartment,1,1,0.1,Alexandra Road London NW8,1599,NW8,861.7763713080169
212,Apartment,1,1,0.3,"Stratosphere Tower, Stratford, E15",1907,E15,861.7763713080169
213,Flat,2,2,0.1,"Oâ€™donnell court, Brunswick Centre, WC1N",3467,WC1N,861.7763713080169
214,Flat,1,1,0.3,"Latitude Apartments, London, N16",1500,N16,861.7763713080169
215,Apartment,1,1,0.5,"Camley Street, London, N1C",3100,N1C,581
216,Apartment,1,1,0.2,"Cephas Street, Stepney, London, E1",1750,E1,861.7763713080169
217,Apartment,1,1,0.5,"Camley Street, London, N1C",3950,N1C,710
218,Apartment,2,2,0.3,"Palgrave Gardens, Marylebone, London, NW1	",3575,NW1,861.7763713080169
219,Flat,1,1,1.0,"Thomas Layton Way, Brentford, Middlesex, TW8",1750,TW8,550
220,Apartment,2,2,0.2,"Echo Court, Royal Wharf, London E16",1907,E16,861.7763713080169
221,Apartment,2,2,0.5,"Camley Street, London, N1C",4325,N1C,840
222,Terraced,2,3,0.4,Bermondsey Street London SE1,6067,SE1,861.7763713080169
223,Apartment,2,2,0.5,"Camley Street, London, N1C",4850,N1C,840
224,Apartment,2,2,0.1,Kew Bridge Court London W4,2025,W4,861.7763713080169
225,Ground Flat,1,1,0.1,"Brondesbury Villas, Queens Park, London, NW6",1495,NW6,861.7763713080169
226,Flat,1,1,0.1,"Crawford Court, Colindale, London, NW9",1474,NW9,459
227,Apartment,3,2,0.5,"Camley Street, London, N1C",5050,N1C,1109
228,Apartment,3,2,0.5,"Camley Street, London, N1C",5050,N1C,1109
229,Apartment,2,2,0.2,"Palgrave Gardens, Marylebone, London, NW1	",3293,NW1,861.7763713080169
230,Flat,1,1,0.1,"Chiswick High Road, London, W4",1595,W4,861.7763713080169
231,Apartment,5,2,0.1,"Queensway, London, W2",5500,W2,861.7763713080169
232,Apartment,4,2,0.1,"Queensway, London, W2",5500,W2,861.7763713080169
233,Apartment,3,2,0.5,"Camley Street, London, N1C",5725,N1C,1076
234,Terraced,4,2,0.5,"Culmstock Road, London, SW11",3900,SW11,861.7763713080169
235,Flat,2,1,0.2,"Chopwell Close, Stratford, London, E15",1695,E15,861.7763713080169
236,Apartment,2,2,0.2,"Gloucester Place, Marylebone, London, NW1",3250,NW1,861.7763713080169
237,Apartment,2,2,0.4,"Uxbridge Road, Ealing, W5",2000,W5,774
238,Flat,1,1,0.4,"Flat 405, Empire Heights, New Cross Road, London, SE14",1620,SE14,68
